460,710,910,20,1490,90,930,510,0,2,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,19,0,0,0,0,2,0,0,0,7,0,17,0,10,0,0,0,0,12,0,0,2,30.7033602178306,0.221945790984089,6.76718236798118
610,40,350,240,700,1060,100,1460,0,1,0,0,5,0,0,0,9,0,0,0,9,14,0,19,0,19,0,9,0,14,0,0,0,16,0,0,0,0,0,0,8,0,0,0,7,0,7,3,14,0,0,19,0,0,0,2,12.1704030667325,0.433480295784681,8.0325963040724
790,1450,520,1070,500,1590,1260,520,14,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,2,14,0,0,0,0,0,2,19,10,0,0,14,9,0,0,0,0,0,0,0,0,9,0,0,0,0,2,6.78665153548402,0.147867542236954,5.28383316202174
490,1550,270,520,140,120,1550,1590,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,1,0,3,0,16,14,0,0,3,0,13,0,0,2,40.6401300206138,0.0696781731605849,6.32401190860874
100,1260,750,1480,130,1370,910,1210,19,0,3,0,0,0,0,0,17,0,0,0,0,0,0,0,15,8,14,0,0,0,0,18,0,8,2,0,0,0,0,0,0,0,15,3,0,0,0,14,0,0,0,0,0,0,0,2,7.13933992082761,0.101653108795763,6.64057504831679
280,10,1270,100,760,860,560,1090,0,0,16,0,0,0,0,0,0,0,5,0,19,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,16,0,14,0,0,0,0,9,4,0,1,0,0,15,0,0,2,22.0871870560562,0.180357969870372,5.90315210865958
1390,80,220,250,1260,750,1390,740,0,0,0,19,12,0,0,0,14,0,0,0,5,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,7,0,0,3,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,2,97.2459330495349,0.176772923874642,6.21050914970984
1370,1590,1260,1510,320,1090,1100,900,0,0,0,18,17,0,8,13,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,49.8602022975441,0.0667505021746891,4.7756923001037
210,1530,760,1160,580,120,630,1090,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,17,1,0,0,0,0,0,0,19,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,161.019872764742,0.0781230504050492,4.03145968701068
680,790,720,750,410,220,110,1000,0,0,0,0,0,0,17,0,0,0,0,0,0,4,5,0,0,3,0,0,0,0,0,12,0,0,0,0,0,0,17,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,334.820601002984,0.0466073706633998,1.65137785786365
